label, sentence
bw_movie,How about playing a black and white movie in the kitchen
hentai,Play Comic Kairakuten material
series,I want to watch the latest episode from the beginning for The Californians on RTBF Auvio 
anime,Search for Japanese animation with English subtitles
comic,Trigger the playback of a comicalize animated comic on VIZ Media 
movie,Abide and play L'affondamento della Valiant on Namava – it's from Fox Film Corporation, man
movie,Begin The Tricky Game of Love directed by Atlantic Entertainment Group now
series,Explore the world of Bellezas Indomables on Vongo 
anime,Start searching for Japanese animation content
video,Begin a video exploration for educational and entertaining clips
video,Explore videos with tips for improving productivity on CINE.AR Play 
radio,Explore libre.fm 's catalog for historic adventure content
video,Find sega gameplay videos on Clevver Style 
radio_drama,Any interesting audio dramas from Castbox in the suspense category
radio,Play an internet radio station for a dynamic music experience
comic,play an interactive story with visuals
short_film,play a concise movie with good direction
short_film,show me a brief cinematic piece with impressive storytelling
anime,Watch Hana no Asukagumi! 2: Lonely Cats Battle Royale with Music on Daisuki 
anime,Can we play anime series in HD
video,Can you find insightful book review videos on MLS Season Pass 
anime,I want to see Crimson Climax in Seinen on Kissanime 
ad,Play the audio description of Kameni horizonti on DC Universe 
tv_channel,Explore reality TV options on Astro NJOI via La Fabrica de la Tele 
ad,Provide the audio commentary for Waking Ned 
hentai,play adult cartoons
game,How about we enjoy some exergaming fun
silent_movie,Explore Filimo for silent films directed by DP Diva 
bts,Initiate behind-the-scenes footage and let the entertainment roll
series,Find the latest episodes of El dinero, en pocas palabras on Periscope for me
audiobook,Find The Little Book of Hygge in the audiobook recording section on Librivox 
podcast,Begin streaming Alex McNabb's podcast
adult,List explicit clothed female, naked male films
video,Check out bestdressed for science videos
comic,Begin playing a Watchmen animated comic on Tubi named Watchmen 
podcast,Are there any animation podcast podcasts in foreign languages on Pandora 
game,Can we get All Star Cheer Squad 2 on Atari Flashback 4 ASAP
music,Begin playing Absolute Music 82 by Saintseneca 
music,Begin streaming Tantric Obstacles by Nice Girl Project! on Qobuz 
video,Explore Primitive Technology for skit videos
video,Find me wildlife videos on Lingopie 
adult_asmr,Explore Orgy sound porn audio on PornDoe 
news,Play the latest news update from Newsround on Al Jazeera Live 
adult,play mature content
tv_channel,Play a live TV show on ITV3 via Urban Works 
bts,Play behind-the-scenes videos for Nepaprastas Zmogus-Voras 2 on HBO Max 
bw_movie,I'd like to watch a vintage film in black and white on the home theater system
adult,Discover Xnxx Arab 's Transgender selection featuring Lesbian Seductions 
anime,Let's start Japanese animated storytelling with the latest season
comic,Begin streaming the motion comic called Demon Slayer in the experimental comic category on HBO Max 
movie,Begin the stag film movie Angel killer III - Ultima sfida featuring Gena Lee Nolin on Vimeo On Demand
adult,play an explicit movie
movie,Can you begin streaming the Jitsuroku eiga movie La Linea on Namava with Petter Vennerod
bw_movie,Find and play an old The Moon Has Risen on the living room TV
hentai,Explore adult Milk Money shows
audio,Search for and start relaxing sounds 
documentary,Can you recommend a captivating History documentary on YouTube (Documentary section) 
radio_drama,Explore the realm of imagination through audio plays
series,Find the most recent episodes of Kicko & Super Speedo on Murfie 
comic,Start playback of a sword and sorcery comics motion comic called Black Panther: A Nation Under Our Feet in Boomerang 
bts,Play behind-the-scenes footage to lighten up the mood
silent_movie,I want to explore silent movies from Latvia what's on HBO Now 
news,Keep me in the loop with Channel 4 News on NPR Radio 
game,How about we embark on a virtual journey with Museum of Mechanics: Lockpicking on Tele-Match (825-425) 
video,Explore technology review videos on FIFA+ 
audiobook,Give me an immersive experience with a book from Afghanistan on SonicBooks 
adult,Immerse yourself in Girls Kissing Girls within the incest pornography category on Massage Porn 
audio,play construction site
radio,Play Go West (pel*licula de 1925) from Radio Javan 
anime,Discover 9anime 's Shounen selection featuring Maho Shojo Ai 
news,I need the recent Entry Into Force of the Treaty on the Prohibition of Nuclear Weapons news on YouTube News 
tv_channel,Explore live television options on Notts TV through Studio Modak 
silent_movie,Can you recommend some silent films from Lower Alsace available on Crave 
news,Play the audio news from LIVE NEWS in Scotland on NPR Radio 
radio_drama,Bask in the audio artistry of Colonial Radio Theatre 's latest creation on RSS feed 
cartoon,Hey, play a super cool Kong: King of Atlantis on Cartoon Network
anime,Resume watching anime on HiDive 
video,Explore the diverse content on Ice Cream Sandwich with animation videos
news,Give me the latest local news highlights on Apple News 
tv_channel,watch cafe programme
silent_movie,Can you initiate a silent movie session in the car on the entertainment system
audio,Start a session of sound effects 
bts,Find and play behind-the-scenes content for Matsukata Hiroki no Meibugyo Kin-san 2009 on Hoopla 
music,Begin a mood-enhancing music playlist
movie,Can you cue up the latest release directed by Edmond Tyborowski on Paramount+
adult_asmr,Play ASMR sex audio on Twistys 
hentai,Play hentai genre - let's see what's out there
hentai,Search for adult-themed hentai scenes - curious to explore
adult_asmr,Find erotic ASMR on Beeg 
trailer,play the trailer for a romantic film
bts,Search and play making-of video for a good time
movie,Begin a movie night with family friendly films
short_film,play a short cinematic experience
music,Begin a music session with tunes 
documentary,I want to watch documentaries about United Arab Emirates on Peacock 
hentai,play explicit animated scenes
cartoon,Hey, I'm in the mood for a hilarious Nuts! on VRV
ad,Provide audio description for Three Times About Love on CuriosityStream 
news,I want to hear the news report from New Age Weekly in Cyprus on MSNBC Streaming 
silent_movie,Could you find me a Spaghetti Western silent movie on Quibi for tonight
news,Play the latest news from Brunei on CBS News Online 
adult,Play adult BDSM films
documentary,Recommend an eye-opening Biography documentary on Kanopy 
audio,play vinyl crackle
music,Choose a discography that's new to my ears
anime,Search for animated anime with Japanese audio
bw_movie,Find and play an old black and white movie on the smart TV
movie,Can we watch a fun movie, like The Sands of Kurobe on FilmStruck? It's got Melvin Thomas in it
tv_channel,Play a TV series from V sport golf on Kosutnjak film (Firm) 
bts,Initiate the filmmaking details , I'm ready for it
cartoon,I'm in the mood for some anime series
bw_movie,Can you find me Rumberas film black and white movies from Brazil on Viddsee 
tv_channel,Play Tevecat on Dogma for a TV episode 
game,Launch TVG-SD-01-8 Color and get Gnome Jigsaw Puzzles going, please
game,How about we explore the world of SBK 11 
bw_movie,I was wondering if you could suggest a movie available on the smart speaker in monochrome
documentary,I'm interested in watching documentaries, particularly in the Business and Finance
adult,play an adult video
radio,Play radio talk show to uplift the atmosphere
audiobook,Give me a book recommendation from Costa Rica 
ad,Give me the narration for Martha's Vindication on tabii 
game,How about a round of RoboDo on Colour TV Game C-2300 
tv_channel,start Channel 5
short_film,play a short and sweet movie
bts,Play behind-the-scenes to set the vibe right
audiobook,Discover Plan for Chaos in the audiobooks selection on Brilliance Audio 
bts,I'm in the mood for some behind-the-scenes content, specifically for Wolfe in der Nacht on Youtube Movies 
audiobook,Give me a book recommendation from Zimbabwe in school publication on Playster 
bts,Show me behind-the-scenes footage of Ucastnici zajezdu on Netflix 
comic,Start playback of manhwa motion comics with narration on VRV 
bts,Can you play some on-set recording for me
documentary,Explore PBS Documentaries for documentaries, particularly in the documentary genre
bts,Give me information about the behind-the-scenes of Wasabi Tuna on Google Play Movies & TV 
podcast,Discover a podcast by Andre Loez and play it on 5by5 Studios
adult,Dive into the world of adult entertainment with Pussyman's Decadent Divas on Playboy TV 
trailer,show me a glimpse of an animated fantasy
movie,Can you find a crime thriller movie for children from Urban Media on Prime Fight Play
adult_asmr,Play gonzo pornography audio content on Free HD Porn 
news,I need the latest Station Y news highlights on Amazon Music News 
comic,show me a story with visuals
series,Can you play the latest season from the beginning for Das Europa-Drama on X 
adult,play Erica Boyer professional pornography in SpankAndBang
bw_movie,Find and play an old The Moon Has Risen without color on the living room TV, whenever you get a chance
news,Give me the rundown on Transnistria news from France 24 Live 
radio,Playing a radio show from a specific genre could be a good idea
ad,Narrate Hazard megye lordjai on Starz for the blind
comic,Start playback of motion comics in the comic adaptation genre on Manga Plus 
tv_channel,Check out reality TV shows on MBC Drama Net with Seven Arts Productions 
audio,Commence relaxing sounds playback
silent_movie,Guide me through the silent movie selection on HBO Now , pick one from Haydenfilms 
hentai,Search for hentai content content - spice things up
podcast,Can you find a health and fitness podcast podcast by Josh Clark
anime,What anime is available on Anime-Planet in Mystery 
audiobook,I'm in the mood for an monster erotica that's both entertaining and thought-provoking on Audiobooks Now 
ad,Give me the narration for Kung Ikaw Ay Isang Panaginip 
documentary,Give me details about Schlagt diese Bestien alle tot , a documentary on Hulu 
trailer,Watch the teaser trailer of the Coming-of-age film Cheyenne Takes Over 
bw_movie,Can you queue up a classic black and white movie on the smart speaker
cartoon,Find Tilki we It 2 films with Cyberpunk themes
tv_channel,watch NBC Sports
bts,Could you look for behind-the-scenes footage of Flying at 'Ya, Android Kikaider on FandangoNOW 
bts,Could you find and start the behind-the-scenes videos for Mamal Amricayi on Paramount+ 
ad,Give me the audio description of Der Einsatz for the blind
ad,Can you narrate Swayamvara Panthal for the blind
series,I want to watch the season finale of Hold the Sunset on WindowSight.com 
silent_movie,Explore Youtube TV for silent gems; any suggestions from Global Station that stand out
bw_movie,I want to watch black and white movies from Singapore what's on Netflix 
hentai,Play explicit anime - I'm feeling adventurous
game,I'm in the mood for detective video game gameplay
trailer,Show the movie trailer for "Ein Fremder kam an" available on Shudder in the boxing film category
silent_movie,Guide me through the silent film archives on Hoopla and pick one from Cinemaundici 
radio,Listening to a variety of radio shows is on my to-do list
radio_drama,Find me some interesting radio theatre shows on Audible 
adult,play something for an adult audience
silent_movie,Can you start a silent film marathon on the home theater system
tv_channel,Tune in to TV Sonce on Promec Television for a broadcasted TV content 
cartoon,Find a cute animated movie for kids
tv_channel,Play a reality TV series on Club TV via Duopoly 
trailer,play the teaser for a suspenseful thriller
anime,Time to dive into anime visuals 
comic,show me a graphic novel-style narrative
documentary,Find May It Fill Your Soul in the documentary category on Google Play Movies & TV 
game,I'm thinking of delving into My Loving Wife , care to join me
news,Give me the latest Cuba news update on Newsmax TV Online 
adult,search explicit material
ad,How does Lumihauvat sound for the blind
ad,Play the audio description for The White Primrose 
game,I'd like to experience a massively multiplayer online game game, let's play
audio,Play a bit of sound effects 
series,Find a series with a unique setting on Paramount+ with Showtime 
radio,Can we play radio station program during dinner
movie,Can we watch a Heimatfilm film from Tennenshoku Katsudo Shashin on Hulu about superheroes
series,I want to watch the most recent episode of Bob et Rose on Samsung TV Plus 
video,Discover technology review content creators on ETV+ 
music,Begin a Damir Niksic song collection
tv_channel,Tune in to a reality TV show from WBS on Benece Produccions 
cartoon,I wanna watch a fun Jack si vrejul de fasole – can you play it on Netflix 
short_film,show me a short and well-crafted cinematic journey
series,Explore the episodes and seasons of Pepsi, wo ist mein Jet? on Paramount+ with Showtime 
comic,Fire up playback of a Tarzanesque motion comic called Bleach in Manga Plus 
bw_movie,Explore Jour de marche a Trouville and other classics on Amazon Prime Video 
radio_drama,Explore radio theatre programs on audio theatre central 
adult,Find Interracial content
bw_movie,Can you recommend some black and white movies from Bulgaria on Sling TV 
silent_movie,Could you please play a race film silent movie on Filimo by Guru Dutt Films in the conservatory
bw_movie,Explore and play a classic Faust et Marguerite in black and white on Netflix 
adult,search Azure Storm futanari in Americass
ad,Play the auditory portrayal of Szellemirtok: Az orokseg 
short_film,start a concise film
audiobook,Find me a Tantri with a fast-paced narrative on CSA Word 
radio_drama,I want to discover new radio theatre shows on iHeartRadio 
tv_channel,Watch CGTN Africa series on JPL Productions 
silent_movie,Commence playback of a Christian film silent film on the hallway smart mirror
audio,How about some sounds 
documentary,Find the documentary The Story of God currently streaming on Google Play Movies & TV 
documentary,Can you suggest a Sports documentary available on PBS Documentaries 
audio,play calming noises
adult_asmr,Explore ASMR porn on Lesbian8 
hentai,Watch Sex Warrior Pudding episodes now
adult,Recommend adult Chaku-ero videos
silent_movie,Create a serene ambiance in the nursery; play a calming genre movie silent film on the nursery smart speaker
bts,I'd like to play behind-the-scenes videos for Vesper on Hulu 
silent_movie,Commence playback of a structural film silent movie on the staircase speakers
documentary,Find Prometheus: The Documentary in the documentary section while browsing Amazon Prime Video 
movie,Begin the viewing of Terug Naar Morgen from Nexo Digital on Filmnet 
bts,Play behind-the-scenes to relax and unwind
podcast,Explore Podknife for podcasts about mindfulness
bts,Let's start Roku Channel for behind-the-scenes of Our Island in the South Pacific 
audio,play train sounds
podcast,Can you put on a podcast by Derek on Podbay
comic,play an interactive comic
short_film,Press play and experience the creativity of short filmmaking
documentary,Start the educational documentary now
adult_asmr,Find violent pornography erotic ASMR audio on RealGfPorn 
movie,Can you begin the film The Young Baron Neuhaus on Roku Channel? I'm in the mood for a sport film movie directed by Argot Pictures 
hentai,Find adult Overflow videos
ad,Play the spoken version of 20 Years Living for the Night on Crave for the blind
podcast,Could you play a podcast by Melissa Murray on Podchaser for me
ad,Provide narration for Serena on Youtube TV 
series,Can you tell me about the most recent episode of Alien Racers on Rutube 
cartoon,Can you start the funny My Friends, Where are You? on Boomerang for me
documentary,Give me Politics documentaries from Honduras on ESPN+ 
music,Can you play the music from the movie by Risa Bramon Garcia on Mixcloud
comic,Start the motion comic with the title Demon Slayer on Manga Plus 
ad,Give me the auditory interpretation of Why Horror? on YouTube Movies 
audiobook,Discover audio book in the ballad genre on Audiobooks NZ 
trailer,Discover exciting previews on YouTube Movies 
short_film,show me a short and entertaining film
bts,Can you find and play behind-the-scenes content of Pelle viva on Google Play Movies & TV 
adult_asmr,Play Blowjob audio on Babes.com 
adult,Recommend explicit BDSM episodes
trailer,Show the sneak peek video for "Naalaya Seidhi" on Mubi in Manchurian Western 
trailer,Watch the upcoming film trailer of Harry: A Communication Breakdown in the blaxploitation film genre
audiobook,Can you recommend an audiobooks available on Tales2Go in the social problem fiction genre
audio,play cave echoes
cartoon,Any good Open Season 3 recommendations on Toon Goggles 
series,Find and play the special episodes of The Bed-Sit Girl on Compound Media for me
music,Begin a calming music playlist
tv_channel,Show me the best TV series on NCAA Productions 
bw_movie,I'm considering watching a classic Jour de marche a Trouville on the smart speaker in the kitchen. What do you think
short_film,show me a short film under 1 hour
hentai,I'm in the mood for adult Another Lady Innocent 
cartoon,I need recommendations for animated movies
podcast,Break the silence with a podcast featuring Scott Henson on podcast.de
podcast,Elevate your auditory experience – play the podcast by Elena Gruschka on Spotify for Podcasters
music,Begin a playlist featuring the best of Anna Matveevna Stepanova 
game,I'm in the mood for a round of Australian football video game 
tv_channel,play magic realist television program
podcast,Find a investment podcast podcast that the dude would enjoy
adult,show me adult content
music,Can you search for the latest music track releases
radio,I'm interested in exploring different radio genres on streaming platforms
adult_asmr,Find Chaku-ero erotic ASMR on Tushy 
hentai,Play hentai genre - let's enjoy some adult content
adult,play something mature
adult_asmr,Explore ASMR porn on PornHd 
anime,Find School Days: Magical Heart Kokoro-chan episodes on Daisuki 
silent_movie,Explore silent movies on Kemi adetiba visuals 
trailer,play the trailer for an animated film
comic,play a story with visual storytelling
audiobook,Can you recommend a book from Senegal on RBdigital 
audio,play train station ambiance
game,Launch Bubbles the Cat on Tele-sports mini 
game,Let's experience Light Cycle on VISICOM 
video,Can you locate playthroughs of classic retro games on Fox Nation 
short_film,Play the short film "Master and Pupil" on Amazon Prime Video 
adult_asmr,Play ASMR erotica on Povd 
bts,I'm eager to begin watching The Boy from Ipanema behind-the-scenes on Tidal 
trailer,show me a glimpse of the latest blockbusters
adult,Watch explicit violent pornography videos
adult,Where can I find explicit Hardcore material
ad,Give me the audio description of Open Water on Peacock for the visually impaired
audio,Search for ambient noise 
video,Discover thought-provoking TED Talks on Facebook 
bw_movie,How about beginning a hood film black and white movie in the bedroom
hentai,Search for adult Cool Devices material
audiobook,Give me a book suggestion from Kosovo 
audiobook,Can you suggest an literary audio on BorrowBox in the Collected Correspondence genre
radio_drama,I need recommendations for romantic comedy radio theatre on Spotify 
adult_asmr,Search for Anal NSFW ASMR on Jav HD 
documentary,Recommend documentaries with unique perspectives on Peacock 
radio,I'd like to discover new and unique radio shows
series,Can you recommend a series that's perfect for a weekend binge on Dyn Media 
documentary,Can you recommend an insightful Food and Cuisine documentary on ESPN+ 
music,Choose a tune I've never explored
adult,Begin your adult content exploration with The 4 Finger Club on Massage Porn 
game,I'd love to get into Heroes of Might & Magic 2 on Programaster 
music,Blast that Solitaires by Felix de Utrera on soundcloud
audiobook,Give me a book from Northern Ireland to enjoy on Librivox 
hentai,play explicit anime
audiobook,Check out Constitution of the Pellenians audio storytelling on EBSCO Audiobooks in the convent Chronicle genre
adult,play something steamy
audio,Play me some sound effects 
podcast,Discover and play the newest episode of Matt Rogers's podcast on Audible
radio_drama,Enjoy the magic of theatrical performances through the power of sound
hentai,Search for explicit animated content scenes - I'm in the mood
video,Explore Boomerang channels that consistently produce quality behind the scenes content
audiobook,Find me a book from Sint Maarten on Storytel 
bts,Can we play on-set recording right now
tv_channel,Show me popular TV shows on Fox Sports Florida 
music,Can we please have Yuri wo Sakaseru ka? by Roman Candle on Navahang
movie,Can you begin streaming the women's sports film film The River King directed by Scotia International Filmverleih on Showtime
music,Begin playing the album Spoon and Rafter from Julien Deguines 
podcast,Can you play the latest Taoistic podcast episode of EPIC PIEcast for me
series,Find me a captivating series on Boomerang 
adult,launch Babes
adult_asmr,Search for sound porn in XCums 
ad,Play the auditory portrayal of The Angelica Ship for the visually impaired on Amazon Prime Video 
radio,Find interesting radio content on different streaming services
podcast,Explore Demi Adejuyigbe's podcast on Syncify and start listening
series,Can you recommend a specific episode of Go West on Radio Javan 
documentary,Discover Contraception - methods streaming now on Disney+ 
podcast,Bookmark Hard Reset Podcast on Podfriend
anime,I'm in the mood for anime characters let's play
tv_channel,Play Nick Music (Netherlands & Flanders) on Insight News Television 
music,Can you play 91's from Un long dimanche de fiancailles by Fiza Halim on Qobuz , please
series,Explore episodes of Fishing with John on Zappn for me
adult_asmr,Search for women's pornography NSFW ASMR audio on Evil Angel 
adult_asmr,Search for Interracial NSFW ASMR audio on Evil Angel 
audio,play ocean waves
cartoon,Hey, let's watch an exciting Scruff: Christmas without Santa Claus together, okay
podcast,Explore Podknife for true crime podcasts
short_film,play a movie under 60 minutes that's uplifting
comic,Start playback of a abstract comic motion comic on Amazon Prime Video named Hunter x Hunter 
radio_drama,Discover the allure of audio storytelling with a diverse range of genres
radio,Playing The Drifters on Offshore Music Radio is something I'm considering
podcast,Find a fashion and beauty podcast F**k My Work Life for me
bts,Explore behind-the-scenes of I racconti dello zio Tom on Roku Channel 
anime,Dive into the world of fantastical storytelling with anime
ad,Play Khap's audio description for the visually impaired
radio,Explore the world of radio programs on different platforms
anime,Start playing anime episode  for me
bw_movie,I'd appreciate it if you could initiate playback of an old The Moon Has Risen on the home theater system, in shades of gray
game,I'm itching for some action role-playing game gameplay, what do you think
comic,play comics journalism
adult,play adult movies
silent_movie,Find me a space exploration film silent film on Kanopy that offers a unique perspective from Filmkar 
silent_movie,I want to explore silent movies from Philippines play them on FilmStruck 
tv_channel,Play the latest episode of Melody Drama 
audio,play rainforest ambiance
ad,Give me the spoken version of Soldiers of the Damned on Kemi adetiba visuals 
movie,Can we watch the movie from Film danas on Youtube TV
