label, sentence
hentai,List Dorei Usagi to Anthony The Animation on UbuWeb and recommend a follow-up
adult,show me mature shows
music,Create a hard house playlist for a relaxing weekend on Simfy 
series,Put on the next episode of Secret House on RTBF Auvio 
series,Recommend a series that's trending right now on Crunchyroll 
movie,Can you just cue up the film from Vaishno Academy on Sling TV
bw_movie,start a film in iconic black and white
series,Dive into the world of Wollongong the Brave with the latest episodes on RTBF Auvio 
music,Create the perfect ambiance with a diverse selection of music tracks
movie,Can you stream the film The Frozen Warning directed by Dennis Lee with Paul Van Scott on Shudder
hentai,I like exploring content related to Misshitsu on various platforms
podcast,List personal journal podcast on Internet Archive and play something for me
hentai,Show me Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru. on Chtyvo
audio,Play guided meditation audio recording on Musisque Deoque and tell me more about it
radio_drama,I'm looking for Venus Mantrap from the action genre on Stitcher 
audio,play busy street sounds
series,Play the latest special episode of VIC on AnimeLab 
radio_drama,I'm in the mood for a crime radio drama radio theatre show on Pocket Casts 
radio_drama,What's the latest on entertainment radio play ? Play it on KoreaScience 
radio_drama,Can you find me some engaging noir audio theatre on Castbox 
movie,Find me a film from Berolina Film starring Mick Ogendahl on Tidal
ad,Could you describe Drakula: Karanliklar Prensi on Youtube TV for the visually impaired
adult,show me Mea Melone porn
music,Start a classic hit
radio_drama,Enjoy Podcast Addict 's radio adaptation selection
music,Find cancion novedad and play it on IrPress 
music,I've added HEYGIRL by Live Alien Broadcast to my favorite playlist
cartoon,What's a Lilo og Stitch 2 : Stitch faer skammhlaup with a great storyline on Hulu 
hentai,Explore adult Cleopatra shows
documentary,Can you suggest a documentary documentary on Tubi 
adult,start mature material
movie,Recommend a amusement ride film movie, like Confidencias de un asesino , on Tubi 
audiobook,Play a captivating story from Malaysia on Nook Audiobooks 
movie,Play something with Mirvad Kuric being a hero on HBO Max
adult,play something for an adult audience
bw_movie,Initiate playback of a vintage Song of the Flower Basket on the smart speaker
comic,play an interactive fiction with visuals
audio,Can you find and play some white noise 
music,What are the top albums in nytradisjonell country on Claro Musica currently
documentary,start a health documentary
series,Find and play the special episodes of Gyilkossag on NBA Rakuten for me
documentary,play a documentary on cultural traditions
movie,I don't want any nonsense; play a movie from Lobster Films starring Frank Bukkwyd 
radio_drama,search historical
hentai,Find something similar to Words Worth on Polona and play it
podcast,Play the highest-rated episode of audio show 
bts,Search for on-set recording and let's have a good time
short_film,watch a quick film with a unique concept
audiobook,Can you recommend a good biographical dictionary on OverDrive 
movie,I want to watch a film from Golden Screen Cinemas that explores human relationships on Vimeo On Demand
ad,What's the audio narrative for Conan le Barbare on Viddsee
movie,I'd like to see a apology video movie from Apollo-Film-GmbH on Kanopy 
comic,Play a visually stunning story for an immersive experience
adult,play an adult movie
movie,Why is this so difficult? Play A Leap for Love directed by Epicentre Films on Disney+
game,Can we jump into Quest for Cathay Kingdom Mah Jong and enjoy some gaming time
movie,Can we watch I de manbelysta bergens skugga on Hulu, but it's gotta be from Baldur Film
radio_drama,Tell me about drama available on Federacja Bibliotek Cyfrowych and start playback
ad,Provide narration for The Last Days of Winter on Shudder 
documentary,List Versailles '73: American Runway Revolution on Biblioteca Digital de Castilla y Leon and play something for me
music,Search for popular OST songs
anime,Play the latest anime episode  release
radio_drama,Suggest something similar to sci-fi thriller on National Digital Science Library and start playing
podcast,Recommend Calvinist Batman Reads Sys on Autores.uy and play it for me
series,Suggest a series with a strong storyline on Facebook 
music,Can you play Get Outta My Head from the album Out of the Light - Into the Night by Ayushita on Simfy for me
music,I'm a fan of tekno , and Consuelo Sanudo 's Wishbox has some great tracks, including Bogerud 
radio_drama,Play Egmont from Spotify I've heard it's a must-listen
silent_movie,Let's set the mood with a silent movie from Libreflix on tabii in the game room
movie,Can you please start the movie directed by Aksel Hennie on Apple TV+
music,Play whatever comes up, I'm open to anything
news,play news featurette
trailer,start a sneak peek of an animated fantasy
audio,start vintage audio
radio_drama,List entertainment radio play on Wikisourd and recommend a follow-up
music,Suggest a punk tiganesc alternative chill with relaxing vibes on Pandora 
movie,Show me Raid on Entebbe in student film on Vimeo On Demand 
bw_movie,Start streaming a classic The Moon Has Risen on the smart speaker
game,time to get down with Technicbeat on Leader let's roll
ad,Describe One Minute to Play for me
video,Discover reaction content creators on Lingopie 
bts,Discover behind-the-scenes footage for The Crimson Ghost on Mubi 
cartoon,start an animated educational series
radio,Play radio talk show for me
documentary,Initiate playback of content related to The Battle of Algiers: A Film Within History on Archive of European Integration 
podcast,Find me podcasts with episodes under 20 minutes on Ximalaya FM 
movie,Start streaming movie September Rain on CBS All Access 
comic,start a visually rich story
movie,I'm in the mood for a film from the slow cinema category, perhaps one directed by Christiane Balthasar on Vudu
series,What's the viewer rating for The Starter Wife on NASA+ 
silent_movie,I'm in the mood for a opera film silent film on Netflix , any standout options by Con Film Srbija 
audio,I hate lecture audio recording
movie,Stream Wog Boys Forever on Paramount+ – it's, like, from Barton Films, man
game,I'm up for some mixed martial arts video game gameplay if you are
video,Find inspirational TED Talks on LOHRO 
movie,Execute the order to play Provocateur on Netflix from Electric Entertainment
podcast,Play astronomy podcasts that are great for stargazing on Gimlet Media 
silent_movie,Play a music-themed film silent film on Apple TV+ by Propagfilm in the sunroom
movie,Could you find a movie in the arthouse science fiction film category with Lisl Valetti directed by Ai Nagura on Youtube Movies
silent_movie,Sift through CuriosityStream for a Historical silent film that stands out from HB Productions 
audio,Tell me about Cut-up/DJ available on Ebiblio and suggest something
audiobook,Play a flash fiction recommended for fans of mystery on Google Play Books 
movie,Conduct the cinematic exploration of No Time To Die by Anjali Pictures on Youtube TV
video,Watch something similar to fitness workout on BBC Sounds 
movie,suggest a movie in the tendency film category that's currently popular on CBS All Access 
audiobook,I'm interested in exploring educational entertainment options on Wattpad 
podcast,Play Resting Glitch Face on Aquatic Commons
movie,Stream the film Das Madel aus der Tanzbar on NAVER NOW. now
news,I want to hear the international news from Guinea play it on Al Jazeera Live 
music,Suggest Punk rock on Online Books Page and tell me why
ad,Could you describe Western Grit for the visually impaired
music,Did you catch the recent release from Carlos Agassi on Napster 
movie,start a comedy film
podcast,Dive into the world of interviews with engaging podcast content
cartoon,Search for cartoon series episode episodes to watch today
tv_channel,Show me what 's on STS International right now
movie,Could you find a movie with Helmut Berger in it, preferably from Hella Moja-Film GmbH and available on tabii
silent_movie,Explore FandangoNOW for silent films directed by CCTV Nanhai Studio 
adult,search Seth Gamble blowjob
music,I recently stumbled upon Aiym Aiylchieva 's Music for the end , and I'm loving the vibes
music,All of This Life by Alice Tisler is a masterpiece, don't you think
podcast,Look for nature podcast on Wikipabukon and play it
music,Adam Szabo always delivers fantastic music have you explored their latest album
audiobook,Read a book by an author from Northern Mariana Islands on Storytel 
documentary,Tell me about Social Issues
cartoon,Play a PJ Funnybunny: A Very Cool Easter that's perfect for a movie night with friends
music,Have you had a chance to listen to SOBER NUFF by Gentle Faith from the album I Blame the Government 
audio,spoken word recording is awesome
bts,Begin playing His Excellency of Sae-al City behind-the-scenes on Moviechi 
bts,play the making of a classic movie
music,Suggest Cumbia rap
music,Start a soothing music playlist
movie,Cue up Night and Day on Crave for me. It's a great period film film directed by Video Art Holland 
video,Show me the recent uploads from AntsCanada 
